,text,predicted_labels,confidence_score,annotation_correct
14884,dinner was yummy and all... but i`m still super tired after all the things we went through to enroll for college.,,,0
14885,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!",,,0
14886,Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!,,,0
14887,"_crazyangel oh noooo, did he not get through?",,,0
14888,and now its raining,,,0
14889," haha, yeah i meant mall! -winks back-",,,0
14890,1/2 day tomorrow  carla coming over after school.,,,0
14891,"Welcoming new #followers: , ,   ,  & . Thanks for the love. Tweet on!",,,0
14892, love u!! and love mr. player! come visit me  i miss u girls,,,0
14893,its awful breezy out here good thing they sold blankets!,,,0
14894,I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,,,0
14895,"Need to dye my hair, can see a slight hint of ginger",,,0
14896,"_World LOL! poor cubbies! brewers on a roll?? my rangers lost, but my Leafs won!",,,0
14897,its like 2 in the morning..sometimes I just don`t know exactly what is best to do..but I will def. figure it out!  ...HAPPY MOMS DAY!,,,0
14898,"Home, getting ready to back to work on Monday.  Maternity leaves is up",,,0
14899, Hi Serena just want to say good luck in Madrid and Paris this month,,,0
14900,"  i got one too, but it was on a usb key without the fancy packaging",,,0
14901, yeah...she passed last week.  so sad!,,,0
14902, lol The sun is hiding hes having a lie in  hows you?,,,0
14903, I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis,,,0
14904,  i just want to wish your mom a happy mothers day!,,,0
14905, thank you for the re-tweet,,,0
14906,_beanz **** sorry to hear that tina...,,,0
14907, i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),,,0
14908, hey we were doing the same thing this weekend! but it was for the kiddos...gotta love ikea,,,0
14909,Indo Girl in Thai Traditional Clothes being object for tourist at Wat Arun,,,0
14910, whoa... if the alcohol won`t get you buzzed... the price will,,,0
14911,Can`t sleep. Sucks. The one day i have to sleep in and i have to get up and go shopping with mom. Ugh.,,,0
14912,Plans were taking flight to go out tonight but they`re now sinking in the Hudson since I have to work in he morning. Stupid bird strike.,,,0
14913,- me and my mom`s cars were broken into.  I feel violated.,,,0
14914,Twas a good show. I even liked Ciara`s last song.   Time for me to go to bed. G`night!,,,0
14915,Ugh!! Why isn`t inFamous on xbox360!!!?? **** lame.. Its only on PS3..,,,0
14916," Great stuff, can`t wait to hear it!",,,0
14917,hommmmmme! good day,,,0
14918,"just spent the day with Bridget and a small thing that got wind and farted a lot - oh yeah, her baby! Now slightly broody!",,,0
14919,"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",,,0
14920," Hi Mel, if you feel unhappy just take a bit of fries but don`t overdo.  If can help it don`t",,,0
14921, Haha of course! That`s my favorite album of all time,,,0
14922, im so upset u were at US weekly my uncle works there but he apparently didnt know how big of a fan i am!,,,0
14923,"If anyone has a dreamwidth spare invite code lying around, could you please spare me one? Pretty please?",,,0
14924,I meant mamas,,,0
14925,i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!,,,0
14926, Hey! That`s about what ours was... for round 1. :/ Round 2 next week...,,,0
14927,"Woke up.. Walked out of my room, and a bug flew in my eye",,,0
14928,I don`t want to work tomorrow. I don`t feel good. Haven`t felt good in 4 days =/ My body needs rest but my mind won`t slow down!,,,0
14929,Is not looking forward to the LSAT,,,0
14930,enjoying the great sunshine.. from indoors.. I don`t feel good today,,,0
14931,my stupid msn wont sign in,,,0
14932,So guttered that Ruby got eliminated from NZNTM..  I`m all about supporting the locals. Haha. Hosanna better not win..!,,,0
14933,http://twitpic.com/4wh0o - My mommys gummy mothers day posterrr!,,,0
14934, one of my favorite quotes ever,,,0
14935,had to give my 5 year old golden retriever away to another family today  #sad http://bit.ly/s48D0,,,0
14936, Go girl!! Start your day out right...gotta love that!,,,0
14937, you didn`t say you were leaving yesterday! You won`t see me at the house anymore once you get back... tear tear,,,0
14938, Thanks for the well wishes and hope ur day is also quite successful,,,0
14939,Updating to the latest version of Adium now. What a great app!,,,0
14940,Happy #juddday everybody!,,,0
14941,Sitting outside with my laptop  Its kinda nice,,,0
14942,_Lia Should have grabbed some on the way to work,,,0
14943,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,,,0
14944,speechless,,,0
14945," ooh i know it, i can hold your hand",,,0
14946,going down the post office to try and sort this whole ebay hacker thing,,,0
14947,I thought when u go #2 your tummy is supposed to feel better not worse,,,0
14948,"http://twitpic.com/675t7 - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",,,0
14949,Getting a pedicure. I love these. My massage did not include a leg/arm/foot massage today.,,,0
14950,My brain hurts,,,0
14951,good night fellow Twitterati. back to work tomorrow,,,0
14952,"i was awake 7 hours ago, should have checked twitter",,,0
14953,Just want to wish everyond a Happy Mother`s Day. Hope it`s a great one!,,,0
14954,"Dagnamit, latest power twitter update is pants - no clickable links",,,0
14955,I smashed my pinky in julia`s car door... **** my life...,,,0
14956,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime,,,0
14957,Chilling at home,,,0
14958,Off work,,,0
14959," You are clearly very busy  Take care of yourself, and I am sure you will be fine; takes one to know one ;)",,,0
14960,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb,,,0
14961, I trailed the streets of Sheffield and couldn`t find the pub!  And all the numbers I had were landlines. How goes it?,,,0
14962,dedicating the next 2 hours to cleaning the house,,,0
14963, Sunday and Mother`s day!,,,0
14964,http://bit.ly/s7hQe   Translate XMind to your language.,,,0
14965,Happy Mothers Day,,,0
14966," Happy Mothersday btw! Look at the bright side, you can chill all day today",,,0
14967,Bored... Some vector ****... Off to work after this class..,,,0
14968,Having Fever  dont feel to work,,,0
14969,i finished all my work!,,,0
14970," No this is not redirects, this is just updating posts on our website massage.dk .. next item => publish, next item => pulish",,,0
14971, We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,,,0
14972, It`s called a RipStick.  When I had a job I sold a lot of those...,,,0
14973, Sorry to hear.,,,0
14974," Hey boys, do you wanna see my teeth? (**** it, twitter donÃÂ¯ÃÂ¿ÃÂ½t wanna change my picture)",,,0
14975," *hugs* me not sad really, me just messing",,,0
14976, in the sun and changing my default icon just for you  what`re your plans?,,,0
14977, do you have a password for the San Diego show? Mine is not working,,,0
14978,finished watching the movie `mirrors`. I liked it but it really didnt do anything for me  5 out of ten i give it   // cool http://g ...,,,0
14979,"_haze aww I^m sorry that Ray Wise has appeared on the show yet   , I watch  everyday except for Friday its a best of AOTS.",,,0
14980," they are, aren`t they.",,,0
14981,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only",,,0
14982,Poor little MBA is on fire again,,,0
14983, g`mornin,,,0
14984,My mind automatically wakes up at 7. Huge fail -- it`s SUMMER!  Good morning nonetheless. Gonna get ready for work now.,,,0
14985,I gotta do my assignments tomorrow  OMG mackillop has swine,,,0
14986,_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.,,,0
14987, it`s been hectiv runny around after the women but goof  just making them both a surprise now,,,0
14988,"Monday mornin`, back to work today. Good thing I live my job.",,,0
14989,"throat is reallyyyyy sore , i can barely talk",,,0
14990,"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf",,,0
14991,Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,,,0
14992, did u try taco n mac n cheese pizza???? I`m so cravin it right now BUT all the good food makes me sick,,,0
14993,ping pong tomorrow,,,0
14994,mum`s day - ended up being happy  not that it`s my day or anything....,,,0
14995, haha check out our site its got some good ones too,,,0
14996," Sounds like the very best sort of work then! Jenni seems lovely,so nice to hear that she is when meeting `in the flesh` too!",,,0
14997,gettin ready for school my new converse come in today!,,,0
14998,With my baby drinking. God I love her,,,0
14999,the sun burned me today....my arms look angry  Party tonight tho babes! woop!,,,0
15000,_Nicole wow you are lucky  happy birthday!,,,0
15001,vineri...nimic special sau probabil un alt weekend pierdut...,,,0
15002,Western Digital Caviar Black 1TB SATA 300 NCQ 32MB on the way...,,,0
15003,"if i make some madeleines, i need to have a bake sale or something. god. boredom needs to = something other than baking",,,0
15004, I want one  wanna give me one? ;),,,0
15005, ah helping my friend move and will defo be having a well deserved pint after it that`s for sure,,,0
15006,is clamped out...haha,,,0
15007,...And omg whats this dirty letter from Danny everyones been on about? Its absolutely none of my business but I still feel left out lol,,,0
15008,: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,,,0
15009,I wish GM stock would turn around at 80 cents a share I would be willing to buy some...if I knew it would do something,,,0
15010, Thank you - If you like please leave a comment and Subscribe!   Chicago another great musical.  Thanks for your support.,,,0
15011,"how is it, is it good?  _flora",,,0
15012," TV is shite,thank god for youtube",,,0
15013, anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',,,0
15014, Absolutely ...,,,0
15015,im well bored  had a great half term and i dont wanna go back to school on monday :`( enjoying the hot weatler lo0l ;),,,0
15016, Likewise. But I don`t know anyone who uses gtalk and the likes so I`m not holding much hope,,,0
15017,"Back @ work, migraine lingering   Can`t wait for the weekend!",,,0
15018, You`re gonna wear pink outfits??? I assume she bought it for you,,,0
15019,going to look in the refrigerator for a taste snack to eat,,,0
15020,So treat your Mom`s like Queen`s cuz they are,,,0
15021, i wish i had a 12hr nap!!  lets talk rachel into getting one of these now.. lol,,,0
15022, of course its not coming to boise,,,0
15023,My Boss is in Las Vegas on the 14th A.P.P. Conference.......pfff,,,0
15024," although, there is drama, move forward, smile, and count your blessings everyday. Your actions speak volumes, sooo inspiring",,,0
15025,"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",,,0
15026,"_Rigby Well my neck hurts from moving out  you massage me, i massage u?! lol!",,,0
15027, tweet often and it`ll draw followers to you,,,0
15028,_trick It`s all good  The next 6 months are going to be awesome.,,,0
15029,http://twitpic.com/67twh - This has never happened before =/ orange blinky lights. I think I`ve broke my battery again,,,0
15030,"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",,,0
15031, LOL yea the fondue is on point... but that Chocolate Lava Cake is what you really want...but I wont be here   Im Mon-Fri babes!,,,0
15032,New phone isn`t syncing with my computer...I need numbers,,,0
15033," What makes me sad is when I follow someone I converse with and have similar bios, but they don`t follow me back!",,,0
15034,I keep on falling asleep when I`m suppose to be awake. I miss my babyy..,,,0
15035, I love #polaroid - such a shame they don`t make the film for it anymore,,,0
15036,Im so down! The AC in my house just broke,,,0
