,text,predicted_label
12949, diego? i know lo ame a jack,
12950,  Congratulations...keep us posted on how things go!,
12951,Up was pretty good. It was kind of depressing though,
12952,"everybody is awake (well not everybody, u know what i mean. ma friends) haha, and I`m having fun AIMing them",
12953, Have a great night!,
12954,"Heyy, Im Not feeling so good cuz of wat happened yesterday in the car accdentt.",
12955, well you can  lol,
12956,waiting on the cue for kenny,
12957,oh godddd I coughed up a little bit of taco,
12958,http://twitpic.com/4jeij - New forest hoping the walk would lose me some pounds,
12959,yep... i think i might have just made the decision to go head first...  we may be witnessing a historical moment... real talk,
12960,Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,
12961," Unfortunately, I didn`t do it on purpose - itunes shuffle did it. It followed up with Dreadzone, so no life-ruin music-trauma.",
12962, Same here  Mmmm... Macrina Bakery.,
12963,"just got a haircut, NOT happy!",
12964,Already misses the Dunhams.,
12965,was laughed at today for being too hopeful with the things...,
12966," those cakes sure look good ,,took one if it`s ok with you  ummm good tks",
12967, did you have an amazing time?,
12968, wow! that is an *awesome* review; carry it with you everywhere; laminate it; read it when down;just plain cool,
12969,Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,
12970,Watching mens volleyball on TV.  For some reason its not as good as womens beach volleyball.  Cant quite place why,
12971,"man, i ain`t been without V`s presence in a minute...i feel like a lil kid with no momma",
12972,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp",
12973, You`re welcome! It`s been a wonderful day  How about you? Stayin outta trouble or should I be ready to crash a party? LOL,
12974,Millenia mom.... I think I am in that category,
12975, sounds like a great way to to start mothers day! Enjoy your day,
12976,Is sooo waking both of them up on my way back to SB  good night america,
12977,     I LOVE YOU GUYS! get your **** to australia in december for my birthday,
12978,I really fancy a frappuccino from Starbucks right now,
12979,It`s a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...,
12980,Ok the thunder is scaring me,
12981, at least you have a next year  into the big wide world for me!,
12982, I love to Read  And i love Film making,
12983,I hate TweetDeck when it reaches access limits,
12984,"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don`t see how I can adequately revise all of them  I care least about...",
12985,Haha Ashley tisdale is on again,
12986,dang i miss you  goodnight,
12987,"TodaY was better. My Panda can eally cheer me up. I dont know, I am Happy, Like the legit happy.",
12988,"_2229 both, at the same time",
12989,my tummy hurts  i blame last night`s chinese food.,
12990, glad its nice there. Gray skies and rainy in wisconsin.,
12991,  mmmm yes please,
12992,"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place",
12993,ah just finished making tea for tomorrow night,
12994, because the one I was having at that moment woke me up.,
12995,look how   choke on this **** talks to me,
12996,"_TheMovie That`s what I get for writing up my Halloween interview w/ Danielle Harris. Darn, I was too late for the contest!",
12997,"slept in, missed bus, train delayed, doesn`t stop at my stop, late for work. **** heelllll",
12998, we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?,
12999, Happy Mother`s Day!!,
13000,"Law of Attraction - Some assembly (action) required  If u have asked 2 enter medical school, u still need 2 fill out the application",
13001,I actually drove in today - no incidents to report  to quote Ice Cube - Today was a good day,
13002,Conference call arranged for 4.30pm today just blew my leaving early out the window,
13003,I want another shake from Ritas.Badly.,
13004,_sara I`m sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why,
13005,2 days & 5 text messages this month,
13006,up.....i nEEd coFFee. b0ut2get ready2start this new day in my lie,
13007,I`m a fat and sad puffyn now,
13008, Sadly no robot songs in my library.,
13009, Good luck.. I have still to get wireless working post IT6,
13010,Earthlink says our modem is dead.  They want me to buy a new one or sign up for a one year contract ARGH!!!,
13011,"  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday",
13012,"Come an add, new twitter.  Only for fans.",
13013,Currently in costa coffee  im liking this place more and more. Were sat in the business lounge. ooo were businessy today.,
13014,last night sucked... too many bad dreams about spiders and rogue octupi,
13015,"_gal of course! *cough* I mean, no, 1.5 hours extra testing and debugging time",
13016, That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.,
13017, http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they`re fantastic!,
13018," OMG! Taylors in London! Your near Scotland, please come visit Glasgow",
13019, want to hear something funny? I`m yours is on the radio right now!,
13020, I agree! && I like the new pic!,
13021,Yay for St Louis traffic,
13022, Yeah daw. Awww...  Wear a mask na!,
13023,"It seems my grandmother has found a way to break a pipe in her house, going to go there now and fix it, she is such a blur woman",
13024," Blow me away it IS raining harder here. Yay you, well done",
13025, boo. i got rained out at the beach.,
13026,drinking lemsip cause apaently i need ittt! IM NOT SICK,
13027,"watching Season 2, episode 1 of House before bed... what a great bedtime story",
13028," that would be awesome i think, i hate how expensive phones are",
13029," Masson I`ll give you the link, it`s quite handy",
13030," - try thinking of something calm and peaceful, such as relaxing on the beach.",
13031,_10807 I`m watching the 4th harry potter movieee,
13032,Step-by-step I`m leaving it all behind,
13033,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.,
13034,based on the similarity between 'May the 4th be with you' and 'May the force be with you' today it`s the 'Star Wars Day',
13035,A very exciting week,
13036, Hey - Thank you!x and You`re Welcome! Must say - I love to travel and where are you at the moment?!x,
13037,if i ran the mile to mcdonalds and ran the mile back would that burn off a double sausage and egg mcmuffin lol,
13038,http://twitpic.com/676hz - It`s raining  so chocolate world it is !,
13039,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking,
13040,"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back.",
13041,is gutted she isnt going out tonight,
13042,wikileaks geht wieder  super #wikileaks #online,
13043,i have three hours to do my hair. and it STILL won`t be straight,
13044, could you post a link to the internet version of the times so that I can read it pllleeeaaassseeeeee!!!!,
13045,I want my real keys back,
13046, cause theres no party,
13047, all is quiet in twitterland 2day.,
13048,Friday Night and working,
13049,"@_chloe yes! it`s on youtube  its from may 7th, and it made me feel 100x better. it`s halarious.",
13050,On her way home from prom  so fun!,
13051,_eagle Why don`t you ship it to Japan?,
13052,he just fully yelled  saying dnt be so fcking stupid grow up! stop with this band **** then... throws the remote at me thnks love u2,
13053,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,
13054, lol haha fresh to death lol ha ha I love and miss u 2 id almost given ÃÂ¯ÃÂ¿ÃÂ½ on u cuz u nvr respond 2me  but u did today! Luv u2,
13055, I am so so sorry to hear that he has parvo. Good vibes comming your way.,
13056,im on twitter mobile... confusin!!!! lol im knda slow,
13057, oh that makes sense! Well you are officially my first  from a celebrity!!,
13058,Wanting to go out... apparently no ones available!,
13059,Gloomy day can`t stop my bliss.  I hope Ronaldo will score in derby match today.,
13060, Woo Hoo! It`s time to play 'Name That Twune',
13061,? THANK YOU  sana matanggap ako  http://plurk.com/p/x1yts,
13062,"Nearly fell asleep, but was jolted out of bed by a massive panic attack and now I`m not sure if I can sleep at all.",
13063,WOW i just drank a drink of water - 12 ice cubes that took ages to melt. i now have brian freeze,
13064,"ya know why today sucks? its been raining, we have no $, & no possibility of a magic friday.  so whats goin down tonight?",
13065, i cant believe you are closing 2moro and ive never had a chance to see the show  Good luck to everyone - you are all stars!,
13066,Really? 87 degrees as the high and I`m on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,
13067,Hell of a lot to do. But they say you shouldn`t complain theese days. Who are 'they' and can 'they' help me in that case,
13068,In my nice big bed....ipod on play....soft music flowin....sooooon will be in Fancys dream land,
13069,Stupid freshmen ruined theatre class.. Now we don`t get to play warm-up games for the rest of the school year,
13070,_k good question  could they?,
13071,"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race",
13072,hopefully today will work in our favor,
13073,having a good day at work lots of sales but boss is under foot.   she`s a nice person but i dont like the boss bugging me,
13074," pictures of your bliss?  In JPEG format?  Sorry, it`s message board terminology and u don`t play w/us on the boards",
13075,Last Tonight Show with Jay Leno Tonight!,
13076,still feeling BLAH. gave a biiiiig dose of insulin that i needed about 24 hours ago. Now I`m off to take my last exam of my junior year.,
13077,I hear tonight is the last jleno show,
13078,Was watching  downstairs  Now getting ready for bed. Piano in the morning.,
13079,My mind is calm & my heart is happy.. Life is good.  ? Would it be ok if I took your breath away? ?,
